ID, ﻿Family,Genus,Species,Botanical author,Common name,Type of material,Source,Accession numbers,Date collected,Collector,Notes,Needs label?
1308 , IRIDACEAE,Sisyrinchium,angustifolium,Mill.,,Seeds,Botanischer Garten der Universität Leipzig,1907,1997,G.J. Fritz,,NEEDS LABEL
1309 , IRIDACEAE,Sisyrinchium,californicum ,(Ker-Gawl.) Dyand.,,,"Botanical Garden of Bonn University, Germany",,9/2002,G.J. Fritz,,
1310 , IRIDACEAE,Sisyrinchium,graminoides ,Bickn.,,,"Botanical Gardens at University of Leipzig, Germany",,1998,G.J. Fritz,,
1311 , IRIDACEAE,Sisyrinchium,mucronatum ,Michx.,,,"Botanic Garden of Smith College.  Northampton, MA  01063.",,4/16/07,G.J. Fritz,,
1312 , IRIDACEAE,Sisyrinchium,mucronatum ,Michx.,,,"Botanic Garden of Smith College.  Northampton, MA  01063.",,6/16/06,G.J. Fritz,,
1313 , JUGLANDACEAE,Carya,,sp.,Hickory,,"St. Louis, MO",,1991,G. Powell,,
1314 , JUGLANDACEAE,Carya,,sp.,Bitternut hickory,,"Tensas Parish, LA",,1989,G.J. Fritz,,
1315 , JUGLANDACEAE,Carya,,sp.,Hickory,,"From St. Louis Co., MO",,9/17/83,D.B. Epstein,,
1316 , JUGLANDACEAE,Carya,,sp.,,,Location 73-2056-44,,4/28/73,,,
1317 , JUGLANDACEAE,Carya,aquatica ,(Michx. f.) Nutt.,Water Hickory,,"Avoyelles Par., LA",,1988,G.J. Fritz,,
1318 , JUGLANDACEAE,Carya,cordiformis,(Wang.) K. Koch.,Bitternut hickory,,"Tensas Parish, LA",,1989,G.J. Fritz,,
1319 , JUGLANDACEAE,Carya,cordiformis,(Wang.) K. Koch.,Bitternut hickory,,"Dupo, St. Clair Co., IL",,1975,G.E. Wagner,,
1320 , JUGLANDACEAE,Carya,cordiformis,(Wang.) K. Koch.,Bitternut hickory,,"St. Louis, MO",,1975,G.E. Wagner,,
1321 , JUGLANDACEAE,Carya,cordiformis,(Wang.) K. Koch.,Bitternut hickory,,"St. Louis, MO",,1975,L.W. Blake,,
1322 , JUGLANDACEAE,Carya,cordiformis,(Wang.) K. Koch.,Bitternut hickory,,Kentucky,,1975,G.E. Wagner,,
1323 , JUGLANDACEAE,Carya,cordiformis,(Wang.) K. Koch.,Bitternut hickory,,,,,C. Miksicek,,
1324 , JUGLANDACEAE,Carya,glabra ,(Mill.),Sweet Pignut,,Kentucky,,1975,G.E. Wagner,,
1325 , JUGLANDACEAE,Carya,glabra ,(Mill.),Sweet Pignut,,,,,C. Miksicek,,
1326 , JUGLANDACEAE,Carya,illinoensis ,(Wang.) K. Koch.,Pecan,,Osceola site Louisiana,,1990,G.J. Fritz,,
1327 , JUGLANDACEAE,Carya,illinoensis ,(Wang.) K. Koch.,Pecan,,"Tensas Parish, LA",,1989,G.J. Fritz,,
1328 , JUGLANDACEAE,Carya,illinoensis ,(Wang.) K. Koch.,Pecan,,"From Kampsville, Calhoun Co., IL",,Fall 1986,G.E. Wagner,,
1329 , JUGLANDACEAE,Carya,illinoensis ,(Wang.) K. Koch.,Pecan,,,,,C. Miksicek,,
1330 , JUGLANDACEAE,Carya,laciniosa ,(Michx.f.) Loud.,Big shellbark,,"Butler Co., KY",,1977,G.E. Wagner,,
1331 , JUGLANDACEAE,Carya,ovata ,(Mill.) K.Koch,Shagbark,,,,,C. Miksicek,,
1332 , JUGLANDACEAE,Carya,ovata ,(Mill.) K.Koch var. pubescens Sarg.,Shagbark,,"Butler Co., KY",,10/13/79,G.E. Wagner,,
1333 , JUGLANDACEAE,Carya,ovata ,(Mill.) K.Koch var. pubescens Sarg.,Shagbark hickory,,Experimentally charred by M. Williams  5/1992,,10/13/79,G.E. Wagner,,
1334 , JUGLANDACEAE,Carya,ovata,(Mill.) K.Koch var. pubescens Sarg.,,,"Butler Co., KY",,10/15/78,G.E. Wagner,,
1335 , JUGLANDACEAE,Carya,ovata,(Mill.) K.Koch var. pubescens Sarg.,Shagbark hickory,,No Data,,,,,
1336 , JUGLANDACEAE,Carya,pallida ,(Ashe) Engl.  Graebn.,Pale Hickory,,"St. Clair Co., IL",,1978,G.E. Wagner,,
1337 , JUGLANDACEAE,Carya,tomentosa ,(Poir.) Nutt.,Mockernut,,Kentucky,,1978,G.E. Wagner,,
1338 , JUGLANDACEAE,Carya,tomentosa ,(Poir.) Nutt.,Mockernut,,"From hills east of Barrick's Market Store, Kentucky",,9/28/75,G.E. Wagner,,
1339 , JUGLANDACEAE,Juglans,cinera ,L.,Butternut,,,,,C. Miksicek,,
1340 , JUGLANDACEAE,Juglans,major ,(Torr.) Heller,Arizona walnut,,,,,C. Miksicek,,
1341 , JUGLANDACEAE,Juglans,major ,(Torr.) Heller,Arizona walnut,,"Arch. Site NA700,L4",,,C. Miksicek,,
1342 , JUGLANDACEAE,Juglans,mandshurica,Maxim,,,"Botanical Gardens at University of Leipzig, Germany",,3/2001,G.J. Fritz,,
1343 , JUGLANDACEAE,Juglans,microcarpa ,Berlandier,"Little walnut, Texas walnut",,"From Carlsbad, NM",,3/1986,P.J. Watson,,
1344 , JUGLANDACEAE,Juglans,nigra ,L.,Black walnut,,"St. Louis, MO",,1991,G. Powell,,
1345 , JUGLANDACEAE,Juglans,nigra ,L.,Black walnut,,"From mansion in Vandaerventer Place. St. Louis, MO",,4/9/88,L.W. Blake,,
1346 , JUGLANDACEAE,Juglans,nigra ,L.,Black walnut,,"From St. Louis Co., MO",,8/14/83,D.B. Epstein,,
1347 , JUGLANDACEAE,Juglans,nigra ,L.,Black walnut,,"Forest Park,  St. Louis, MO",,1975,G.E. Wagner,,
1348 , JUGLANDACEAE,Juglans,nigra ,L.,Black walnut,,,,,C. Miksicek,,
1349 , JUGLANDACEAE,Juglans,regis,L.,English walnut,,Store bought nut mix,,1976,K. Carstens,,
1350 , JUGLANDACEAE,Pterocarya,pterocarpa ,(Michx.) Kunth,,,"Botanical Gardens at University of Leipzig, Germany",,3/2001,G.J. Fritz,,
1351 , JUGLANDACEAE,Pterocarya,rhoifolia ,Siebold & Zucc.,,,"Hoyt Arboretum.  Portland, OR  97221",,1997,G.J. Fritz,,
1352 , JUGLANDACEAE,Pterocarya,stenoptera ,C. DC.,,,"Hoyt Arboretum.  Portland, OR  97221",,1997,G.J. Fritz,,
1353 , JUNCACEAE,Juncus,acutiflorus,Ehrh. Ex. Hoffm.,,,"Botanical Gardens at University of Leipzig, Germany",,3/2001,G.J. Fritz,,
1354 , JUNCACEAE,Juncus,conglomerates ,L.,,,"Botanical Garden of Bonn University, Germany",,2000,G.J. Fritz,,
1355 , JUNCACEAE,Juncus,effusus,L.,,,"Botanical Gardens at University of Leipzig, Germany",,3/2001,G.J. Fritz,,
1356 , JUNCACEAE,Juncus,effusus,L.,,,"Botanic Garden of Smith College.  Northampton, MA Collected from Hampshire county, MA",,6/16/06,G.J. Fritz,,
1357 , JUNCACEAE,Juncus,tenuis ,Willd.,,,"Botanical Garden of Bonn University, Germany",,2003,G.J. Fritz,,
1358 , JUNCACEAE,Juncus,trifidus,L.,,,"Botanical Garden of Bonn University, Germany",,2003,G.J. Fritz,,
1359 , JUNCACEAE,Luzula,luzuloides ,(Lam.) Dandy & Wilmott,Wood-rush,,"Botanical Gardens at University of Leipzig, Germany",,1995,G.J. Fritz,,
1360 , JUNCACEAE,Luzula,nutans,(Vill.) Duval-Jouve,,,"Botanical Gardens at University of Leipzig, Germany",,3/2001,G.J. Fritz,,
1361 , LAMIACEAE,Agastache,nepetoides,(L.) Kuntze.,,,W.J. Beal Botanical Garden. MI State Univ.,,9/14/94,G.J. Fritz,,
1362 , LAMIACEAE,Collinsonia,canadense ,L.,,,"Botanic Garden of Smith College.  Northampton, MA",,9/2004,G.J. Fritz,,
1363 , LAMIACEAE,Dracocephalum,parviflorum ,Nutt.,Small-flowered  dragonhead,,,,1977,H.C. Cutler,,
1364 , LAMIACEAE,Galeopsis,segetum,Necker.,Downy hemp-nettle,,"Botanical Garden of Bonn University, Germany",,7/1994,,,
1365 , LAMIACEAE,Lycopus,americanus, Muhl.,,,W.J. Beal Botanical Garden. MI State Univ.,,10/5/94,G.J. Fritz,,
1366 , LAMIACEAE,Lycopus,uniflorus ,Michx.,,,W.J. Beal Botanical Garden. MI State Univ.,,9/15/94,G.J. Fritz,,
1367 , LAMIACEAE,Mentha,canadensis,L.,,,"Botanic Garden of Smith College.  Northampton, MA",,9/2004,G.J. Fritz,,
1368 , LAMIACEAE,Monarda,,sp.,Horsemint,,"Dallas, TX",,1988,G.J. Fritz,,
1369 , LAMIACEAE,Monarda,citiodora,,Lemon Mint,,"Plants of the Southwest.  Santa Fe, NM  87501",,1999,G. Powell,,
1370 , LAMIACEAE,Monarda,fistulosa,L.,,,W.J. Beal Botanical Garden. MI State Univ. Collected at Biggie Munn Power Line,,1999,G.J. Fritz,,
1371 , LAMIACEAE,Monarda,fistulosa,L.,"Horsemint, Wild  bergamot",,"Missouri Wildflower Nursery.  Jefferson City, MO",,6/1994,G.J. Fritz,,
1372 , LAMIACEAE,Monarda,punctata ,L.,,,W.J. Beal Botanical Garden. MI State Univ. Collected at Portage Lake Prairie,,1999,G.J. Fritz,,
1373 , LAMIACEAE,Monarda,punctata ,L.,,,W.J. Beal Botanical Garden. MI State Univ.,,11/4/94,G.J. Fritz,,
1374 , LAMIACEAE,Nepeta,cataria,L.,,,Botanical Gardens at University of Meckenheimer,,10/13/06,G.J. Fritz,,
1375 , LAMIACEAE,Origanum,vulgare,,,,Botanischer Garten der Universität Leipzig,S32,,,,Seeds
1376 , LAMIACEAE,Prunella,vulgaris,L.,Self-heal,,"Missouri Botanical Gardens.  St. Louis, MO",,1977,H.C. Cutler,,
1377 , LAMIACEAE,Pycanthemum,virginianum ,L. Durand & Jackson,,,W.J. Beal Botanical Garden. MI State Univ.,,10/1/93,G.J. Fritz,,
1378 , LAMIACEAE,Salvia,,,,,"Tuzusai, Kazakhstan in open field",,2010,R. Spengler,,
1379 , LAMIACEAE,Salvia,azurea ,Lam.,Blue sage,,"Missouri Wildflower Nursery.  Jefferson City, MO",,6/1994,G.J. Fritz,,
1380 , LAMIACEAE,Salvia,hispanica ,L.,,,"Botanical Gardens at University of Leipzig, Germany",,1997,G.J. Fritz,,
1381 , LAMIACEAE,Scutellaria,incana,Biehler.,,,"Bowman's Hill Wildflower Preserve.  New Hope, PA",,1997,G.J. Fritz,,
1382 , LAMIACEAE,Scutellaria,incana,Biehler.,Downy skullcap,,"Bowman's Hill Wildflower Preserve.  New Hope, PA. Washington Crossing Historic Park, PA.",,1995,G.J. Fritz,,
1383 , LAMIACEAE,Scutellaria,integrifolia,L.,Hyssop skullcap,,"Bowman's Hill Wildflower Preserve.  New Hope, PA. Washington Crossing Historic Park, PA.",,1995,G.J. Fritz,,
1384 , LAMIACEAE,Scutellaria,lateriflora ,L.,,,"Botanic Garden of Smith College.  Northampton, MA.  Collected at Whately, MA",,5/2001,G.J. Fritz,,
1385 , LAMIACEAE,Teucrium,canadense ,L.,,,W.J. Beal Botanical Garden. MI State Univ.,,10/26/94,G.J. Fritz,,
1386 , LAMIACEAE,Trichostema,dichotomum,L.,,,W.J. Beal Botanical Garden. MI State Univ.,,11/4/94,G.J. Fritz,,
1387 , LAURACEAE,Lindera,benzoin ,(L.) Blume,Spicebush,,W.J. Beal Botanical Garden. MI State Univ.,,9/25/00,G.J. Fritz,,
1388 , LAURACEAE,Lindera,benzoin ,(L.) Blume,Spicebush,,"From Washington State Park. Washington Co., MO",,8/21/86,L.W. Blake,,
1389 , LAURACEAE,Lindera,benzoin ,(L.) Blume,Spicebush,,"St. Louis Co., MO",,1978,L.W. Blake,,
1390 , LAURACEAE,Lindera,benzoin ,,Spicebush,Seeds,Sheffield Seed Co,,1993,M. Williams,,NEEDS LABEL
1391 , LAURACEAE,Persea,americana,Mill.,"Avocado, Aguacate",,"Supermarket (Purchased by Amanda Landon, Olive Supermarket, Olive Blvd, St. Louis, MO)",,10/2008,A. J. Landon,,
1392 , LAURACEAE,Sassafras,albidum ,(Nutt.) Nees.,Sassafras,,"St. Francois Co., MO",,1990,L.W. Blake,,
1393 , LAURACEAE,Sassafras,albidum ,(Nutt.) Nees.,Sassafras,,"From near Bt5, Butler Co., KY",,11/14/78,G.E. Wagner,,
1394 , LECYTHIDACEAE,Bertholletia,excelsa ,Humb. & Bonpl.,Brazil nut,,,,1976,K. Carstens,,
1395 , LILIACEAE,Liliaceous seeds,,,,,South 40 Area. Washington University. St. Louis,,1993,G.J. Fritz,,
1396 , LILIACEAE,Allium,cepa,L.,"Onion ""Silver Skin""",,Vaughan 424,,1977,H.C. Cutler,,
1397 , LILIACEAE,Allium,cepa,L.,"Onion ""Wethersfield""",,Vaughan 35288,,1977,H.C. Cutler,,
1398 , LILIACEAE,Allium,cernuum,,Pink Nodding Onion,,"Plants of the Southwest.  Santa Fe, NM  87501",,1999,G. Powell,,
1399 , LILIACEAE,Allium,cernuum ,Roth.,Nodding Wild Onion,,Prairie Future Seed Co.,,1995,M. Williams,,NEEDS LABEL
1400 , LILIACEAE,Allium,moly,L.,,,"Botanical Garden of Bonn University, Germany",,6/1994,,,
1401 , LILIACEAE,Allium,porrum,L.,"Onion ""Elephant L-2""",,Vaughan 3403,,1977,H.C. Cutler,,
1402 , LILIACEAE,Allium,tricoccum ,,,,"W.J. Beal Botanical Garden. MI State Univ. from MI, Ingham County, open field, Bear Lake Powerline",,3/6/07,G.J. Fritz,,
1403 , LILIACEAE,Allium,tricoccum,Ait.,,,"Bowman's Hill Wildflower Preserve.  New Hope, PA. Collected at Haycock Twp. Bucks Co., PA",,1997,G.J. Fritz,,
1404 , LILIACEAE,Allium,tricoccum ,Ait.,Ramps,,"Bowman's Hill Wildflower Preserve.  New Hope, PA. Collected at Haycock Twp. Bucks Co., PA",,1997,G.J. Fritz,,
1405 , LILIACEAE,Asparagus,officinalis ,L. var. altilia L.,Common garden asparagus,,Vaughan 3005,,1977,H.C. Cutler,,
1406 , LILIACEAE,Calochorus,,sp.,Sego-lily,,"Navajo Co., AZ.  Black Mesa",,1982,G.E. Wagner,,
1407 , LILIACEAE,Camassia,leichtlinii,(Bak.) S. Wats.,,,"Hoyt Arboretum.  Portland, OR  97221",,1999,G.J. Fritz,,
1408 , LILIACEAE,Camassia,leichtlinii,(Bak.) S. Wats.,,,"Hoyt Arboretum.  Portland, OR  97221 From garden collection.",,1997,G.J. Fritz,,
1409 , LILIACEAE,Camassia,leichtlinii,(Bak.) S. Wats.,Large Camas,,"Hoyt Arboretum.  Portland, OR  97221",,1995,G.J. Fritz,,
1410 , LILIACEAE,Camassia,leichtlinii,(Bak.) S. Wats.,Giant Camas,,"Hoyt Arboretum.  Portland, OR  97221",,4/1994,G.J. Fritz,,
1411 , LILIACEAE,Clintonia,borealis ,(Aiton)Raf,,,"W.J. Beal Botanical Garden. MI State Univ. Collected at Chippewa Co., MA",,1999,G.J. Fritz,,
1412 , LILIACEAE,Clintonia,borealis ,(Ait.) Raf.,,,"Botanic Garden of Smith College.  Northampton, MA. Hawley, Franklin county, MA,  mixed conifer/ deciduous forest",,4/16/07,G.J. Fritz,,
1413 , LILIACEAE,Convallaria,majelis,L.,Lily-of-the-Valley,,,,1977,H.C. Cutler,,
1414 , LILIACEAE,Dichelostemma,pulchellum,,Blue Dicks/ Wild Hyacinth,,"Plants of the Southwest.  Santa Fe, NM  87501",,1999,G. Powell,,
1415 , LILIACEAE,Disporum,hookeri, (Torr.) Nichols.,,,"Hoyt Arboretum.  Portland, OR  97221",,4/1994,G.J. Fritz,,
1416 , LILIACEAE,Disporum,smithii ,(Hook)Piper,Bellwort,,"Hoyt Arboretum.  Portland, OR  97221",,4/1994,G.J. Fritz,,
1417 , LILIACEAE,Erythronium,americanum,Ker.,,,Botanic Garden of Smith College,,11/2009,G.J. Fritz,,
1418 , LILIACEAE,Erythronium,americanum ,Ker. Gawl.,,,"Botanic Garden of Smith College.  Northampton, MA. Northhampton, Hampshire county, MA, disturbed floodplain forest.",,4/16/07,G.J. Fritz,,
1419 , LILIACEAE,Lillium,columbianum ,Hanson ex Bak. ,,,"Hoyt Arboretum.  Portland, OR  97221",,1997,G.J. Fritz,,
1420 , LILIACEAE,Lillium,columbianum ,Hans,Tiger Lily/ Oregon lily,,"Hoyt Arboretum.  Portland, OR  97221",,1995,G.J. Fritz,,
1421 , LILIACEAE,Lillium,columbianum ,Hans,Tiger Lily,,"Hoyt Arboretum.  Portland, OR  97221",,4/1994,G.J. Fritz,,
1422 , LILIACEAE,Lillium,superbum ,L.,,,"Bowman's Hill Wildflower Preserve.  New Hope, PA. Washington Crossing State Park",,1995,G.J. Fritz,,
1423 , LILIACEAE,Mainthemum,diliatatum,(Wood) Nels. & McBr.,Wild Lily-of-the-Valley,,"Hoyt Arboretum.  Portland, OR  97221",,4/1994,G.J. Fritz,,
1424 , LILIACEAE,Maianthemum,racemosum,(L.) Link.,False Solomon's Seal,,"Emmet Co., MI",,1986,L.W. Blake,,
1425 , LILIACEAE,Maianthemum,racemosum,(L.) Link.,False Solomon's Seal,,"St. Francois Co., MO",,1985,L.W. Blake,,
1426 , LILIACEAE,Maianthemum,stellatum ,(L.) Link,Starry False Solomon's Seal,,"Emmet Co., MI",,1983,L.W. Blake,,
1427 , LILIACEAE,Polygonatum,,sp.,Solomon's Seal,,"Monroe Co., IL",,1980,L.W. Blake,,
1428 , LILIACEAE,Polygonatum,biflorum ,(Walt.) Elliott,,,"Botanic Garden of Smith College.  Northampton, MA.",,9/2004,G.J. Fritz,,
1429 , LILIACEAE,Polygonatum,biflorum ,(Walt.) Elliott var. commutatum (Shultes f.) Morong,Solomon's Seal,,"St. Francois Co., MO",,1985,L.W. Blake,,
1430 , LILIACEAE,Polygonatum,multiflorum ,(L.) All.,,,"Botanical Gardens at University of Leipzig, Germany Collected at Liebersee, Sachsen, Germany",,1998,G.J. Fritz,,
1431 , LILIACEAE,Polygonatum,pubescens ,(Willd.) Pursh.,,,"Botanic Garden of Smith College.  Northampton, MA.  Collected at Whately, MA",,1999,G.J. Fritz,,
1432 , LILIACEAE,Polygonatum,vericillatum ,(L.) All.,,,"Botanical Gardens at University of Leipzig, Germany",,1998,G.J. Fritz,,
1433 , LILIACEAE,Smilacina,racemosa,(L.) Desf,,,"Botanic Garden of Smith College.  Northampton, MA. Northhampton, Hampshire county, MA, disturbed conifer/deciduous forest.",,4/16/07,G.J. Fritz,,
1434 , LILIACEAE,Smilacina,racemosa,(L.) Desf,,,Botanic Garden of Smith College,,11/2009,G.J. Fritz,,
1435 , LILIACEAE,Smilacina,racemosa,(L.) Desf,,,"Botanic Garden of Smith College.  Northampton, MA.",,9/2004,G.J. Fritz,,
1436 , LILIACEAE,Smilacina,racemosa,(L.) Desf,,,"Botanic Garden of Smith College.  Northampton, MA.  Collected at Conway, MA",,1999,G.J. Fritz,,
1437 , LILIACEAE,Smilacina,racemosa,(L.) Desf,,,"Botanical Gardens at University of Leipzig, Germany",,1998,G.J. Fritz,,
1438 , LILIACEAE,Smilacina,racemosa,(L.) Desf,,,"Hoyt Arboretum.  Portland, OR  97221",,1997,G.J. Fritz,,
1439 , LILIACEAE,Smilacina,racemosa,L.,,Seeds,"Botanic Garden of Smith College.  Northampton, MA.  Collected at Conway, MA",98,1997,G.J. Fritz,,NEEDS LABEL
1440 , LILIACEAE,Smilacina,racemosa,(L.) Desf,,,W.J. Beal Botanical Garden. MI State Univ.,,9/15/94,G.J. Fritz,,
1441 , LILIACEAE,Smilacina,racemosa,(L.) Desf,False Solomon's Seal,,"Hoyt Arboretum.  Portland, OR  97221",,4/1994,G.J. Fritz,,
1442 , LILIACEAE,Smilacina,racemosa,(L.) Desf,,,W.J. Beal Botanical Garden. MI State Univ.,,1/2001,G.J. Fritz,,
1443 , LILIACEAE,Smilacina,racemosa,L.,,Seeds,"Botanic Garden of Smith College.  Northampton, MA.",65,,,,NEEDS LABEL
1444 , LILIACEAE,Smilax,aspera,L.,,,"Hortus Botanicus.  Universitatis, Szeged, Hungaria",,1997,G.J. Fritz,,
1445 , LILIACEAE,Smilax,herbacea,L.,,,"Botanic Garden of Smith College.  Northampton, MA.",,1998,G.J. Fritz,,
1446 , LILIACEAE,Smilax,herbacea,,Garrion flower,,Ion Nursery,,3/1995,,,NEEDS LABEL
1447 , LILIACEAE,Streptopus,anplicxifolius ,L. DC,Twisted Stalk,,"Hoyt Arboretum.  Portland, OR  97221",,4/1994,G.J. Fritz,,
1448 , LILIACEAE,Trillium,erectum ,L.,,Seeds,Botanic Garden of Smith College,156,11/2009,G.J. Fritz,,NEEDS LABEL
1449 , LILIACEAE,Trillium,erectum,L.,,,"Botanic Garden of Smith College.  Northampton, MA.",,5/2001,G.J. Fritz,,
1450 , LILIACEAE,Trillium,erectum ,L.,,,"Botanic Garden of Smith College.  Northampton, MA. Northhampton, Hampshire county, MA, disturbed conifer/deciduous forest.",,4/16/07,G.J. Fritz,,
1451 , LILIACEAE,Tulbaghia,violacea ,Harv.,,,"From Diomides Botanic Garden, Greece",,2001,G.J. Fritz,,
1452 , LILIACEAE,Tulipa,sprengeri ,Baker,,,"Botanical Gardens at University of Leipzig, Germany",,3/2001,G.J. Fritz,,
1453 , LILIACEAE,Uvularia,grandiflora ,Smith.,Large bellwort,,"From Valley View Glade.  Jefferson Co., MO",,6/9/94,L.W. Blake,,
1454 , LILIACEAE,Uvularia,sessifolia,L.,,,Botanic Garden of Smith College,,11/2009,G.J. Fritz,,
1455 , LILIACEAE,Uvularia,sessifolia,L.,,Seeds,Botanic Garden of Smith College,67,9/18/09,G.J. Fritz,,NEEDS LABEL
1456 , LILIACEAE,Uvularia,sessifolia ,L.,,,"Botanic Garden of Smith College.  Northampton, MA.  Collected at Whately, MA Botanic Garden of Smith College.  Northampton, MA.",,1998,G.J. Fritz,,
1457 , LILIACEAE,Uvularia,sessifolia ,L.,,,"Northhampton, Hampshire county, MA, disturbed conifer/deciduous forest.",,4/16/07,G.J. Fritz,,
1458 , LINACEAE,Linum,lewisii,Pursh.,,,"From Pecos, NM",,10/7/96,G. Powell,,
1459 , LINACEAE,Linum,medium ,(Planch.) Britt. Var. texanum (Planch.) Fern.,,,W.J. Beal Botanical Garden. MI State Univ.,,1/2001,G.J. Fritz,,
1460 , LINACEAE,Linum,usitatissimum ,L.,,,"Botanical Gardens at University of Leipzig, Germany",,3/2001,G.J. Fritz,,
1461 , LINACEAE,Linum,usitatissimum ,L.,Common flax,,Health Food Store.  St. Louis,,1983,L.W. Blake,,
1462 , LOASACEAE,Mentzelia,,sp. L.,,,"Cordoba Cave Arch. Site, Sq. 311, L.4.",,1977,H.C. Cutler,,
1463 , Loganiaceae,Strychnos,spinosa,,Natal orange,,USDA GRIN,77936,2023,,,
1464 , LYTHRACEAE,Lagerstroemia,indica ,L.,Powataw,,"Orland E. White Arboretum.  Blandy Experimental Farm.  Univ. of Virginia.  Boyce, VA",,,G.J. Fritz,,
1465 , LYTHRACEAE,Lagerstroemia,indica ,L.,cu seminole,,"Orland E. White Arboretum.  Blandy Experimental Farm.  Univ. of Virginia.  Boyce, VA",,1994,G.J. Fritz,,
1466 , LYTHRACEAE,Trapa,natans,,water chestnut,,"Beijing, China market",,12/2010,R. Spengler,,
1467 , MAGNOLIACEAE,Lirodendron,tulipfera ,L.,"Tulip Tree,  Yellow Poplar",,,,6/20/83,D.B. Epstein,,
1468 , MAGNOLIACEAE,Lirodendron,tulipfera ,L.,"Tulip Tree,  Yellow Poplar",,"From Far Hills, Montgomery Co., Kettering, OH",,8/12/78,G.E. Wagner,,
1469 , MALVACEAE,Abutilon,malacum ,Watson,,,"Chihuahua, Mexico.  Collected on or near Cerro Juanaquena.  Identified by Karen Adams",,9/4/98,G.J. Fritz,,
1470 , MALVACEAE,Alcea,nudiflora,,Hollyhocks,,"Tuzusai, Kazakhstan",,8/2010,R. Spengler,,
1471 , MALVACEAE,Althea,cannabina ,L.,Stockrose,,"Botanical Garden at Univ. of Regensburg, Germany",,6/1994,G.J. Fritz,,
1472 , MALVACEAE,Callirhoe,involuerata,,"Wine Cup,  Poppy Mallow",,"Plants of the Southwest.  Santa Fe, NM  87501",,1999,G. Powell,,
1473 , Malvaceae,Corchorus,olitorius,,Jute mallow,,USDA GRIN,560027,2023,,,
1474 , MALVACEAE,Gossypium,,,Cotton,,"Mary, Turkmenistan",,10/2010,R. Spengler,,
1475 , MALVACEAE,Gossypium,,sp.,"Cotton, ""algodon""",,"Acari, Peru",,6/11/89,P.J. Wright,,
1476 , MALVACEAE,Gossypium,,sp. L.,"Cotton, ""algodon""",,"St. Louis Co., MO",,1980,G.E. Wagner,,
1477 , MALVACEAE,Gossypium,arboreum ,L.,,,"Botanic Garden of Smith College.  Northampton, MA.",,5/2001,G.J. Fritz,,
1478 , MALVACEAE,Gossypium,Barbadense,L. Peru,,,"Botanic Garden of Smith College.  Northampton, MA.",,4/16/07,G.J. Fritz,,
1479 , MALVACEAE,Gossypium,Barbadense,L. (Pima S-7 strain),,,"Botanic Garden of Smith College.  Northampton, MA.",,4/16/07,G.J. Fritz,,
1480 , MALVACEAE,Gossypium,herbaceum,L.,,,"""Julia & Alexander N. Diomides"" Botanic Garden. Athens, Greece",,2/2004,G.J. Fritz,,
1481 , MALVACEAE,Gossypium,hirsutum,"L. var. punctantum Hutch., Silow & Stevens",Hopi Cotton,,Native Seeds Search,,1994,,,
1482 , MALVACEAE,Gossypium,thurberi,,,,,,,,,
1483 , MALVACEAE,Gossypium,thurberi ,Todaro,,,W.J. Beal Botanical Garden. MI State Univ.,,6/14/94,G.J. Fritz,,
1484 , MALVACEAE,Hibiscus,donudatus ,Benth.,,,"Chihuahua, Mexico.  Collected on or near Cerro Juanaquena.  Identified by Karen Adams",,9/4/98,G.J. Fritz,,
1485 , MALVACEAE,Hibiscus,esculentus,L.,Okra Dwarf Long Pod,,Vaughan 3511,,1977,H.C. Cutler,,
1486 , MALVACEAE,Hibiscus,laevis ,All.,Halbert-leaved rose  mallow,,"Franklin Co., MO",,1990,L.W. Blake,,
1487 , MALVACEAE,Hibiscus,lasiocarpos ,Cav.,Rose mallow,,"Shaw Arboretum.  Gray Summit, MO  63039",,6/1994,G.J. Fritz,,
1488 , MALVACEAE,Hibiscus,lasiocarpos ,Cav.,Rose mallow,,"St. Clair Co., IL",,1978,G.E. Wagner,,
1489 , MALVACEAE,Malva,sylvestris ,L.,High Mallow,,"Botanical Gardens at University of Leipzig, Germany",,1995,G.J. Fritz,,
1490 , MALVACEAE,Malva,verticillata,,Chinese mallow,,"China,  Pixian agricultural field",,12/2010,R. Spengler,,
1491 , MALVACEAE,Sida,spinosa ,L.,Prickly mallow,,Southern Weed Science Society,,1991,G.J. Fritz,,
1492 , MALVACEAE,Sida,spinosa ,L.,Prickly mallow,,"St. Clair Co., IL",,1978,G.E. Wagner,,
1493 , MALVACEAE,Sphaeralcea,angustifolia,var. lobata,Lobeleaf  Coppermallow,,"Plants of the Southwest.  Santa Fe, NM  87501",,1999,G. Powell,,
1494 , MALVACEAE,Sphaeralcea,ambigua,,,,"W.J. Beal Botanical Garden. MI State Univ. from AZ, Maricopa county, Along bank of an arroyo, Sonoran Desert",,3/6/07,G.J. Fritz,,
1495 , MALVACEAE,Sphaeralcea,grossulariaefolia,,Creeping globemallow,,"Plants of the Southwest.  Santa Fe, NM  87501",,1999,G. Powell,,
1496 , MARTYNIACEAE,Proboscidea,louisianica ,(Mill.) Thell.,,,"Botanical Gardens at University of Leipzig, Germany",,3/2001,G.J. Fritz,,
1497 , MELIACEAE,Melia,,,,,"China, Pixian cultivated forest",,1/2010,R. Spengler,,
